product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Oppo Headphone 39,Oppo Headphone 39 high-quality modern headphone with advanced features.,641.7,Headphones,SKU-0336,Green,512GB,10,SKU-0336-GRE-512,85,11
HP Tablet 13,HP Tablet 13 high-quality modern tablet with advanced features.,1996.95,Tablets,SKU-0337,White,512GB,10,SKU-0337-WHI-512,40,17
HP Monitor 37,HP Monitor 37 high-quality modern monitor with advanced features.,305.16,Monitors,SKU-0338,Green,64GB,15,SKU-0338-GRE-64,18,16
Apple Laptop 14,Apple Laptop 14 high-quality modern laptop with advanced features.,1011.26,Laptops,SKU-0339,Green,512GB,25,SKU-0339-GRE-512,6,6
Dell Camera 25,Dell Camera 25 high-quality modern camera with advanced features.,245.75,Cameras,SKU-0340,Black,1TB,25,SKU-0340-BLA-1TB,82,14
Apple Tablet 34,Apple Tablet 34 high-quality modern tablet with advanced features.,1942.6,Tablets,SKU-0341,Gold,512GB,25,SKU-0341-GOL-512,37,17
LG Tablet 19,LG Tablet 19 high-quality modern tablet with advanced features.,634.37,Tablets,SKU-0342,Green,32GB,25,SKU-0342-GRE-32,27,15
Lenovo Networking Device 13,Lenovo Networking Device 13 high-quality modern networking device with advanced features.,1274.54,Networking Devices,SKU-0343,Silver,64GB,15,SKU-0343-SIL-64,15,9
Samsung Home Appliance 36,Samsung Home Appliance 36 high-quality modern home appliance with advanced features.,892.39,Home Appliances,SKU-0344,Blue,512GB,15,SKU-0344-BLU-512,64,8
Apple Smartphone 45,Apple Smartphone 45 high-quality modern smartphone with advanced features.,193.72,Smartphones,SKU-0345,Gold,1TB,15,SKU-0345-GOL-1TB,11,10
Vivo Monitor 19,Vivo Monitor 19 high-quality modern monitor with advanced features.,602.01,Monitors,SKU-0346,Green,64GB,5,SKU-0346-GRE-64,95,17
LG Tablet 50,LG Tablet 50 high-quality modern tablet with advanced features.,252.12,Tablets,SKU-0347,White,512GB,0,SKU-0347-WHI-512,80,17
Lenovo Networking Device 27,Lenovo Networking Device 27 high-quality modern networking device with advanced features.,189.04,Networking Devices,SKU-0348,White,1TB,15,SKU-0348-WHI-1TB,44,5
Nikon Networking Device 29,Nikon Networking Device 29 high-quality modern networking device with advanced features.,124.9,Networking Devices,SKU-0349,Gold,64GB,20,SKU-0349-GOL-64,66,10
Nikon Monitor 15,Nikon Monitor 15 high-quality modern monitor with advanced features.,660.46,Monitors,SKU-0350,Silver,32GB,0,SKU-0350-SIL-32,99,9
Apple Camera 14,Apple Camera 14 high-quality modern camera with advanced features.,1818.84,Cameras,SKU-0351,White,128GB,15,SKU-0351-WHI-128,99,20
Sony Headphone 11,Sony Headphone 11 high-quality modern headphone with advanced features.,1764.37,Headphones,SKU-0352,Blue,1TB,15,SKU-0352-BLU-1TB,81,13
Dell Home Appliance 21,Dell Home Appliance 21 high-quality modern home appliance with advanced features.,1649.27,Home Appliances,SKU-0353,Black,64GB,20,SKU-0353-BLA-64,70,14
Apple Monitor 5,Apple Monitor 5 high-quality modern monitor with advanced features.,1695.75,Monitors,SKU-0354,Gold,128GB,20,SKU-0354-GOL-128,23,9
HP Gaming Console 15,HP Gaming Console 15 high-quality modern gaming console with advanced features.,926.42,Gaming Consoles,SKU-0355,White,128GB,20,SKU-0355-WHI-128,52,15
Canon Gaming Console 16,Canon Gaming Console 16 high-quality modern gaming console with advanced features.,421.86,Gaming Consoles,SKU-0356,Red,1TB,5,SKU-0356-RED-1TB,7,12
Oppo Smartwatche 3,Oppo Smartwatche 3 high-quality modern smartwatche with advanced features.,1681.78,Smartwatches,SKU-0357,Red,64GB,15,SKU-0357-RED-64,27,11
Canon Smartphone 29,Canon Smartphone 29 high-quality modern smartphone with advanced features.,808.79,Smartphones,SKU-0358,White,128GB,20,SKU-0358-WHI-128,7,7
Xiaomi Headphone 31,Xiaomi Headphone 31 high-quality modern headphone with advanced features.,589.55,Headphones,SKU-0359,Red,64GB,0,SKU-0359-RED-64,86,15
Vivo Laptop 43,Vivo Laptop 43 high-quality modern laptop with advanced features.,158.77,Laptops,SKU-0360,Black,256GB,20,SKU-0360-BLA-256,97,9
Sony Networking Device 22,Sony Networking Device 22 high-quality modern networking device with advanced features.,1286.12,Networking Devices,SKU-0361,Gold,1TB,0,SKU-0361-GOL-1TB,73,18
Nikon Smartphone 40,Nikon Smartphone 40 high-quality modern smartphone with advanced features.,281.97,Smartphones,SKU-0362,White,32GB,0,SKU-0362-WHI-32,40,8
Nikon Monitor 28,Nikon Monitor 28 high-quality modern monitor with advanced features.,1122.58,Monitors,SKU-0363,Black,128GB,0,SKU-0363-BLA-128,46,12
Lenovo Home Appliance 20,Lenovo Home Appliance 20 high-quality modern home appliance with advanced features.,344.83,Home Appliances,SKU-0364,Silver,512GB,5,SKU-0364-SIL-512,27,5
LG Home Appliance 23,LG Home Appliance 23 high-quality modern home appliance with advanced features.,1459.58,Home Appliances,SKU-0365,Green,64GB,0,SKU-0365-GRE-64,65,13
Oppo Headphone 23,Oppo Headphone 23 high-quality modern headphone with advanced features.,1734.27,Headphones,SKU-0366,Red,256GB,0,SKU-0366-RED-256,22,8
Sony Headphone 22,Sony Headphone 22 high-quality modern headphone with advanced features.,616.59,Headphones,SKU-0367,White,256GB,25,SKU-0367-WHI-256,10,17
LG Gaming Console 3,LG Gaming Console 3 high-quality modern gaming console with advanced features.,414.95,Gaming Consoles,SKU-0368,Silver,32GB,20,SKU-0368-SIL-32,70,5
Oppo Home Appliance 9,Oppo Home Appliance 9 high-quality modern home appliance with advanced features.,1958.16,Home Appliances,SKU-0369,Silver,256GB,10,SKU-0369-SIL-256,90,8
Lenovo Tablet 40,Lenovo Tablet 40 high-quality modern tablet with advanced features.,590.06,Tablets,SKU-0370,White,64GB,0,SKU-0370-WHI-64,62,6
Nikon Monitor 45,Nikon Monitor 45 high-quality modern monitor with advanced features.,1811.31,Monitors,SKU-0371,Green,512GB,10,SKU-0371-GRE-512,22,5
Samsung Laptop 36,Samsung Laptop 36 high-quality modern laptop with advanced features.,428.97,Laptops,SKU-0372,Blue,512GB,15,SKU-0372-BLU-512,70,16
LG Smartwatche 8,LG Smartwatche 8 high-quality modern smartwatche with advanced features.,1537.12,Smartwatches,SKU-0373,Silver,32GB,5,SKU-0373-SIL-32,11,13
LG Headphone 41,LG Headphone 41 high-quality modern headphone with advanced features.,1948.31,Headphones,SKU-0374,Silver,1TB,10,SKU-0374-SIL-1TB,46,9
Lenovo Home Appliance 24,Lenovo Home Appliance 24 high-quality modern home appliance with advanced features.,1369.37,Home Appliances,SKU-0375,White,64GB,10,SKU-0375-WHI-64,98,15
Lenovo Monitor 15,Lenovo Monitor 15 high-quality modern monitor with advanced features.,175.49,Monitors,SKU-0376,Black,512GB,5,SKU-0376-BLA-512,91,10
Dell Networking Device 42,Dell Networking Device 42 high-quality modern networking device with advanced features.,223.67,Networking Devices,SKU-0377,White,1TB,25,SKU-0377-WHI-1TB,61,13
HP Smartphone 33,HP Smartphone 33 high-quality modern smartphone with advanced features.,1233.41,Smartphones,SKU-0378,Green,256GB,15,SKU-0378-GRE-256,62,5
Canon Smartwatche 45,Canon Smartwatche 45 high-quality modern smartwatche with advanced features.,678.99,Smartwatches,SKU-0379,Gold,128GB,20,SKU-0379-GOL-128,43,5
Xiaomi Headphone 39,Xiaomi Headphone 39 high-quality modern headphone with advanced features.,367.41,Headphones,SKU-0380,Black,128GB,25,SKU-0380-BLA-128,27,18
Canon Gaming Console 13,Canon Gaming Console 13 high-quality modern gaming console with advanced features.,532.32,Gaming Consoles,SKU-0381,Green,64GB,5,SKU-0381-GRE-64,26,15
Dell Tablet 12,Dell Tablet 12 high-quality modern tablet with advanced features.,815.67,Tablets,SKU-0382,Red,64GB,10,SKU-0382-RED-64,87,10
Vivo Gaming Console 3,Vivo Gaming Console 3 high-quality modern gaming console with advanced features.,1092.88,Gaming Consoles,SKU-0383,White,1TB,20,SKU-0383-WHI-1TB,40,12
Xiaomi Smartphone 2,Xiaomi Smartphone 2 high-quality modern smartphone with advanced features.,258.49,Smartphones,SKU-0384,Blue,1TB,5,SKU-0384-BLU-1TB,44,11
Samsung Networking Device 2,Samsung Networking Device 2 high-quality modern networking device with advanced features.,988.92,Networking Devices,SKU-0385,Blue,64GB,15,SKU-0385-BLU-64,71,17
Oppo Networking Device 9,Oppo Networking Device 9 high-quality modern networking device with advanced features.,1458.58,Networking Devices,SKU-0386,Black,128GB,5,SKU-0386-BLA-128,6,18
Oppo Headphone 37,Oppo Headphone 37 high-quality modern headphone with advanced features.,999.98,Headphones,SKU-0387,Silver,128GB,15,SKU-0387-SIL-128,12,9
Samsung Networking Device 34,Samsung Networking Device 34 high-quality modern networking device with advanced features.,460.28,Networking Devices,SKU-0388,White,512GB,15,SKU-0388-WHI-512,52,15
Samsung Gaming Console 2,Samsung Gaming Console 2 high-quality modern gaming console with advanced features.,1500.95,Gaming Consoles,SKU-0389,White,1TB,20,SKU-0389-WHI-1TB,86,17
Xiaomi Networking Device 21,Xiaomi Networking Device 21 high-quality modern networking device with advanced features.,1064.19,Networking Devices,SKU-0390,Gold,64GB,20,SKU-0390-GOL-64,74,11
HP Monitor 28,HP Monitor 28 high-quality modern monitor with advanced features.,705.11,Monitors,SKU-0391,White,32GB,5,SKU-0391-WHI-32,21,9
Samsung Headphone 8,Samsung Headphone 8 high-quality modern headphone with advanced features.,1001.93,Headphones,SKU-0392,Gold,512GB,15,SKU-0392-GOL-512,70,13
Oppo Smartwatche 21,Oppo Smartwatche 21 high-quality modern smartwatche with advanced features.,292.56,Smartwatches,SKU-0393,Silver,64GB,5,SKU-0393-SIL-64,21,5
Lenovo Camera 2,Lenovo Camera 2 high-quality modern camera with advanced features.,1336.54,Cameras,SKU-0394,White,1TB,25,SKU-0394-WHI-1TB,51,16
Nikon Gaming Console 20,Nikon Gaming Console 20 high-quality modern gaming console with advanced features.,885.03,Gaming Consoles,SKU-0395,White,512GB,10,SKU-0395-WHI-512,97,7
HP Networking Device 29,HP Networking Device 29 high-quality modern networking device with advanced features.,698.66,Networking Devices,SKU-0396,Gold,64GB,10,SKU-0396-GOL-64,30,10
Asus Headphone 3,Asus Headphone 3 high-quality modern headphone with advanced features.,1652.54,Headphones,SKU-0397,Silver,256GB,15,SKU-0397-SIL-256,52,7
Dell Tablet 26,Dell Tablet 26 high-quality modern tablet with advanced features.,669.26,Tablets,SKU-0398,Red,512GB,20,SKU-0398-RED-512,62,15
Lenovo Headphone 27,Lenovo Headphone 27 high-quality modern headphone with advanced features.,648.59,Headphones,SKU-0399,Red,1TB,0,SKU-0399-RED-1TB,44,11
HP Gaming Console 35,HP Gaming Console 35 high-quality modern gaming console with advanced features.,213.05,Gaming Consoles,SKU-0400,Silver,1TB,10,SKU-0400-SIL-1TB,79,8
HP Smartwatche 12,HP Smartwatche 12 high-quality modern smartwatche with advanced features.,625.86,Smartwatches,SKU-0401,Green,64GB,20,SKU-0401-GRE-64,76,19
Nikon Camera 17,Nikon Camera 17 high-quality modern camera with advanced features.,1170.29,Cameras,SKU-0402,Blue,128GB,20,SKU-0402-BLU-128,31,14
Sony Home Appliance 47,Sony Home Appliance 47 high-quality modern home appliance with advanced features.,1961.11,Home Appliances,SKU-0403,White,512GB,5,SKU-0403-WHI-512,90,14
LG Smartphone 48,LG Smartphone 48 high-quality modern smartphone with advanced features.,1516.51,Smartphones,SKU-0404,White,32GB,20,SKU-0404-WHI-32,72,11
Sony Headphone 3,Sony Headphone 3 high-quality modern headphone with advanced features.,1725.57,Headphones,SKU-0405,Red,128GB,10,SKU-0405-RED-128,24,19
Lenovo Tablet 40,Lenovo Tablet 40 high-quality modern tablet with advanced features.,1124.99,Tablets,SKU-0406,Gold,128GB,0,SKU-0406-GOL-128,12,6
Nikon Tablet 4,Nikon Tablet 4 high-quality modern tablet with advanced features.,473.92,Tablets,SKU-0407,White,1TB,20,SKU-0407-WHI-1TB,63,20
Nikon Smartphone 31,Nikon Smartphone 31 high-quality modern smartphone with advanced features.,1952.87,Smartphones,SKU-0408,Red,256GB,15,SKU-0408-RED-256,12,7
Oppo Tablet 48,Oppo Tablet 48 high-quality modern tablet with advanced features.,1705.37,Tablets,SKU-0409,Black,512GB,20,SKU-0409-BLA-512,6,17
Dell Gaming Console 5,Dell Gaming Console 5 high-quality modern gaming console with advanced features.,135.02,Gaming Consoles,SKU-0410,Red,256GB,5,SKU-0410-RED-256,54,6
Asus Headphone 11,Asus Headphone 11 high-quality modern headphone with advanced features.,1467.51,Headphones,SKU-0411,Green,1TB,15,SKU-0411-GRE-1TB,73,11
Samsung Monitor 14,Samsung Monitor 14 high-quality modern monitor with advanced features.,1657.52,Monitors,SKU-0412,Gold,1TB,25,SKU-0412-GOL-1TB,45,5
Lenovo Tablet 47,Lenovo Tablet 47 high-quality modern tablet with advanced features.,1668.12,Tablets,SKU-0413,Green,64GB,25,SKU-0413-GRE-64,51,6
Vivo Smartwatche 21,Vivo Smartwatche 21 high-quality modern smartwatche with advanced features.,100.69,Smartwatches,SKU-0414,Black,1TB,15,SKU-0414-BLA-1TB,97,17
LG Home Appliance 19,LG Home Appliance 19 high-quality modern home appliance with advanced features.,169.55,Home Appliances,SKU-0415,Red,64GB,0,SKU-0415-RED-64,79,5
Lenovo Camera 19,Lenovo Camera 19 high-quality modern camera with advanced features.,627.34,Cameras,SKU-0416,Blue,64GB,20,SKU-0416-BLU-64,10,16
Dell Laptop 17,Dell Laptop 17 high-quality modern laptop with advanced features.,1153.09,Laptops,SKU-0417,Silver,32GB,25,SKU-0417-SIL-32,45,11
Xiaomi Headphone 29,Xiaomi Headphone 29 high-quality modern headphone with advanced features.,1830.73,Headphones,SKU-0418,Red,256GB,0,SKU-0418-RED-256,84,19
Canon Networking Device 23,Canon Networking Device 23 high-quality modern networking device with advanced features.,524.25,Networking Devices,SKU-0419,Black,128GB,25,SKU-0419-BLA-128,15,12
Nikon Smartphone 41,Nikon Smartphone 41 high-quality modern smartphone with advanced features.,1997.28,Smartphones,SKU-0420,White,1TB,20,SKU-0420-WHI-1TB,63,14
Oppo Camera 20,Oppo Camera 20 high-quality modern camera with advanced features.,1399.11,Cameras,SKU-0421,Blue,256GB,15,SKU-0421-BLU-256,32,19
Nikon Home Appliance 9,Nikon Home Appliance 9 high-quality modern home appliance with advanced features.,608.28,Home Appliances,SKU-0422,Blue,128GB,15,SKU-0422-BLU-128,38,7
Vivo Laptop 29,Vivo Laptop 29 high-quality modern laptop with advanced features.,889.07,Laptops,SKU-0423,Blue,256GB,20,SKU-0423-BLU-256,7,11
Apple Home Appliance 41,Apple Home Appliance 41 high-quality modern home appliance with advanced features.,606.64,Home Appliances,SKU-0424,Green,128GB,0,SKU-0424-GRE-128,69,13
Lenovo Camera 25,Lenovo Camera 25 high-quality modern camera with advanced features.,794.12,Cameras,SKU-0425,Silver,128GB,10,SKU-0425-SIL-128,47,17
Sony Networking Device 28,Sony Networking Device 28 high-quality modern networking device with advanced features.,764.3,Networking Devices,SKU-0426,Blue,32GB,20,SKU-0426-BLU-32,79,15
Asus Smartwatche 14,Asus Smartwatche 14 high-quality modern smartwatche with advanced features.,1352.37,Smartwatches,SKU-0427,Green,32GB,0,SKU-0427-GRE-32,98,11
Apple Monitor 28,Apple Monitor 28 high-quality modern monitor with advanced features.,1478.65,Monitors,SKU-0428,White,1TB,5,SKU-0428-WHI-1TB,72,19
Xiaomi Camera 28,Xiaomi Camera 28 high-quality modern camera with advanced features.,444.79,Cameras,SKU-0429,Green,128GB,0,SKU-0429-GRE-128,5,18
Samsung Networking Device 5,Samsung Networking Device 5 high-quality modern networking device with advanced features.,1926.38,Networking Devices,SKU-0430,Green,128GB,20,SKU-0430-GRE-128,39,12
Canon Smartphone 24,Canon Smartphone 24 high-quality modern smartphone with advanced features.,1898.83,Smartphones,SKU-0431,Blue,32GB,10,SKU-0431-BLU-32,39,19
HP Smartwatche 36,HP Smartwatche 36 high-quality modern smartwatche with advanced features.,1598,Smartwatches,SKU-0432,White,128GB,5,SKU-0432-WHI-128,70,8
Oppo Camera 44,Oppo Camera 44 high-quality modern camera with advanced features.,1374.1,Cameras,SKU-0433,Silver,128GB,0,SKU-0433-SIL-128,92,20
Dell Smartphone 10,Dell Smartphone 10 high-quality modern smartphone with advanced features.,628.2,Smartphones,SKU-0434,White,32GB,10,SKU-0434-WHI-32,63,19
Lenovo Smartphone 5,Lenovo Smartphone 5 high-quality modern smartphone with advanced features.,799.3,Smartphones,SKU-0435,Gold,256GB,5,SKU-0435-GOL-256,93,9
Asus Camera 32,Asus Camera 32 high-quality modern camera with advanced features.,1986.05,Cameras,SKU-0436,White,256GB,5,SKU-0436-WHI-256,52,18
Vivo Camera 48,Vivo Camera 48 high-quality modern camera with advanced features.,1542.6,Cameras,SKU-0437,Blue,1TB,20,SKU-0437-BLU-1TB,95,5
Lenovo Headphone 48,Lenovo Headphone 48 high-quality modern headphone with advanced features.,260.5,Headphones,SKU-0438,Gold,128GB,5,SKU-0438-GOL-128,45,12
Sony Tablet 11,Sony Tablet 11 high-quality modern tablet with advanced features.,305.6,Tablets,SKU-0439,Red,32GB,10,SKU-0439-RED-32,75,18
Samsung Tablet 50,Samsung Tablet 50 high-quality modern tablet with advanced features.,1221.83,Tablets,SKU-0440,Gold,512GB,10,SKU-0440-GOL-512,63,16
Oppo Gaming Console 3,Oppo Gaming Console 3 high-quality modern gaming console with advanced features.,625.67,Gaming Consoles,SKU-0441,Green,64GB,20,SKU-0441-GRE-64,65,19
Sony Headphone 50,Sony Headphone 50 high-quality modern headphone with advanced features.,413.8,Headphones,SKU-0442,White,256GB,25,SKU-0442-WHI-256,75,5
Asus Camera 19,Asus Camera 19 high-quality modern camera with advanced features.,254.7,Cameras,SKU-0443,Black,1TB,10,SKU-0443-BLA-1TB,96,8
Asus Laptop 36,Asus Laptop 36 high-quality modern laptop with advanced features.,1362.37,Laptops,SKU-0444,Green,64GB,5,SKU-0444-GRE-64,99,15
Lenovo Laptop 41,Lenovo Laptop 41 high-quality modern laptop with advanced features.,1351.72,Laptops,SKU-0445,Gold,128GB,5,SKU-0445-GOL-128,61,17
LG Smartphone 43,LG Smartphone 43 high-quality modern smartphone with advanced features.,1811.62,Smartphones,SKU-0446,Green,256GB,5,SKU-0446-GRE-256,99,9
HP Smartphone 47,HP Smartphone 47 high-quality modern smartphone with advanced features.,696.68,Smartphones,SKU-0447,Silver,1TB,15,SKU-0447-SIL-1TB,89,8
Lenovo Tablet 24,Lenovo Tablet 24 high-quality modern tablet with advanced features.,1245.78,Tablets,SKU-0448,Red,512GB,10,SKU-0448-RED-512,45,17
LG Monitor 13,LG Monitor 13 high-quality modern monitor with advanced features.,1592.42,Monitors,SKU-0449,Gold,1TB,10,SKU-0449-GOL-1TB,30,11
Oppo Networking Device 44,Oppo Networking Device 44 high-quality modern networking device with advanced features.,1673.04,Networking Devices,SKU-0450,Silver,32GB,10,SKU-0450-SIL-32,24,17
Dell Smartphone 11,Dell Smartphone 11 high-quality modern smartphone with advanced features.,358.81,Smartphones,SKU-0451,Blue,512GB,15,SKU-0451-BLU-512,66,9
Apple Smartphone 25,Apple Smartphone 25 high-quality modern smartphone with advanced features.,965.54,Smartphones,SKU-0452,Silver,1TB,5,SKU-0452-SIL-1TB,89,11
Xiaomi Smartphone 44,Xiaomi Smartphone 44 high-quality modern smartphone with advanced features.,309.49,Smartphones,SKU-0453,Green,256GB,0,SKU-0453-GRE-256,29,13
Sony Smartwatche 1,Sony Smartwatche 1 high-quality modern smartwatche with advanced features.,1634.22,Smartwatches,SKU-0454,Gold,32GB,5,SKU-0454-GOL-32,62,10
HP Home Appliance 9,HP Home Appliance 9 high-quality modern home appliance with advanced features.,105.26,Home Appliances,SKU-0455,Gold,512GB,10,SKU-0455-GOL-512,70,11
Xiaomi Headphone 28,Xiaomi Headphone 28 high-quality modern headphone with advanced features.,1843.18,Headphones,SKU-0456,White,64GB,0,SKU-0456-WHI-64,55,7
Nikon Gaming Console 25,Nikon Gaming Console 25 high-quality modern gaming console with advanced features.,128.44,Gaming Consoles,SKU-0457,White,128GB,20,SKU-0457-WHI-128,80,8
Lenovo Monitor 50,Lenovo Monitor 50 high-quality modern monitor with advanced features.,830.03,Monitors,SKU-0458,Red,1TB,5,SKU-0458-RED-1TB,36,20
Oppo Home Appliance 5,Oppo Home Appliance 5 high-quality modern home appliance with advanced features.,155.13,Home Appliances,SKU-0459,Red,32GB,15,SKU-0459-RED-32,76,20
Dell Smartwatche 16,Dell Smartwatche 16 high-quality modern smartwatche with advanced features.,1387.94,Smartwatches,SKU-0460,White,1TB,20,SKU-0460-WHI-1TB,9,18
Asus Smartphone 16,Asus Smartphone 16 high-quality modern smartphone with advanced features.,626.2,Smartphones,SKU-0461,Silver,64GB,25,SKU-0461-SIL-64,12,17
Xiaomi Networking Device 13,Xiaomi Networking Device 13 high-quality modern networking device with advanced features.,611.28,Networking Devices,SKU-0462,Gold,1TB,20,SKU-0462-GOL-1TB,65,6
Vivo Headphone 49,Vivo Headphone 49 high-quality modern headphone with advanced features.,1288.59,Headphones,SKU-0463,Green,1TB,20,SKU-0463-GRE-1TB,36,16
Oppo Headphone 5,Oppo Headphone 5 high-quality modern headphone with advanced features.,442.17,Headphones,SKU-0464,Blue,1TB,0,SKU-0464-BLU-1TB,10,16
HP Networking Device 47,HP Networking Device 47 high-quality modern networking device with advanced features.,1509.92,Networking Devices,SKU-0465,Black,64GB,5,SKU-0465-BLA-64,100,17
Oppo Camera 42,Oppo Camera 42 high-quality modern camera with advanced features.,655.35,Cameras,SKU-0466,Blue,512GB,5,SKU-0466-BLU-512,41,16
Xiaomi Laptop 21,Xiaomi Laptop 21 high-quality modern laptop with advanced features.,714.14,Laptops,SKU-0467,Green,32GB,20,SKU-0467-GRE-32,70,15
Sony Smartwatche 50,Sony Smartwatche 50 high-quality modern smartwatche with advanced features.,993.97,Smartwatches,SKU-0468,White,64GB,15,SKU-0468-WHI-64,42,5
Nikon Monitor 4,Nikon Monitor 4 high-quality modern monitor with advanced features.,542.41,Monitors,SKU-0469,Blue,32GB,5,SKU-0469-BLU-32,10,8
Vivo Home Appliance 47,Vivo Home Appliance 47 high-quality modern home appliance with advanced features.,790.8,Home Appliances,SKU-0470,Green,512GB,0,SKU-0470-GRE-512,38,8
Lenovo Monitor 42,Lenovo Monitor 42 high-quality modern monitor with advanced features.,119.98,Monitors,SKU-0471,Silver,64GB,10,SKU-0471-SIL-64,20,14
HP Headphone 34,HP Headphone 34 high-quality modern headphone with advanced features.,309.67,Headphones,SKU-0472,Green,256GB,10,SKU-0472-GRE-256,34,15
LG Headphone 5,LG Headphone 5 high-quality modern headphone with advanced features.,1726.67,Headphones,SKU-0473,Black,256GB,10,SKU-0473-BLA-256,94,11
LG Smartphone 5,LG Smartphone 5 high-quality modern smartphone with advanced features.,1719.32,Smartphones,SKU-0474,Red,64GB,25,SKU-0474-RED-64,95,17
Xiaomi Networking Device 1,Xiaomi Networking Device 1 high-quality modern networking device with advanced features.,664.56,Networking Devices,SKU-0475,White,128GB,20,SKU-0475-WHI-128,93,11
HP Laptop 23,HP Laptop 23 high-quality modern laptop with advanced features.,1970.91,Laptops,SKU-0476,Blue,256GB,20,SKU-0476-BLU-256,13,15
Canon Networking Device 41,Canon Networking Device 41 high-quality modern networking device with advanced features.,654.11,Networking Devices,SKU-0477,Blue,1TB,0,SKU-0477-BLU-1TB,75,14
Vivo Monitor 24,Vivo Monitor 24 high-quality modern monitor with advanced features.,1012.59,Monitors,SKU-0478,Silver,256GB,20,SKU-0478-SIL-256,22,19
Oppo Monitor 3,Oppo Monitor 3 high-quality modern monitor with advanced features.,628.39,Monitors,SKU-0479,Green,1TB,5,SKU-0479-GRE-1TB,79,13
Vivo Monitor 46,Vivo Monitor 46 high-quality modern monitor with advanced features.,358.02,Monitors,SKU-0480,Red,512GB,0,SKU-0480-RED-512,8,10
Sony Monitor 5,Sony Monitor 5 high-quality modern monitor with advanced features.,1775.57,Monitors,SKU-0481,Blue,32GB,10,SKU-0481-BLU-32,65,12
HP Smartphone 28,HP Smartphone 28 high-quality modern smartphone with advanced features.,1733.27,Smartphones,SKU-0482,Blue,1TB,0,SKU-0482-BLU-1TB,65,12
HP Networking Device 2,HP Networking Device 2 high-quality modern networking device with advanced features.,860.68,Networking Devices,SKU-0483,White,64GB,25,SKU-0483-WHI-64,27,9
Sony Gaming Console 26,Sony Gaming Console 26 high-quality modern gaming console with advanced features.,690.25,Gaming Consoles,SKU-0484,Black,64GB,5,SKU-0484-BLA-64,23,8
Samsung Headphone 22,Samsung Headphone 22 high-quality modern headphone with advanced features.,875.72,Headphones,SKU-0485,White,64GB,15,SKU-0485-WHI-64,90,15
Asus Headphone 48,Asus Headphone 48 high-quality modern headphone with advanced features.,1018.88,Headphones,SKU-0486,Black,64GB,20,SKU-0486-BLA-64,76,15
HP Home Appliance 24,HP Home Appliance 24 high-quality modern home appliance with advanced features.,1624.36,Home Appliances,SKU-0487,Red,256GB,25,SKU-0487-RED-256,15,7
Oppo Smartphone 44,Oppo Smartphone 44 high-quality modern smartphone with advanced features.,453.06,Smartphones,SKU-0488,Silver,256GB,15,SKU-0488-SIL-256,26,17
Xiaomi Headphone 50,Xiaomi Headphone 50 high-quality modern headphone with advanced features.,688.47,Headphones,SKU-0489,Green,128GB,20,SKU-0489-GRE-128,87,14
Oppo Smartphone 3,Oppo Smartphone 3 high-quality modern smartphone with advanced features.,1705.37,Smartphones,SKU-0490,Gold,512GB,0,SKU-0490-GOL-512,100,7
Xiaomi Smartwatche 41,Xiaomi Smartwatche 41 high-quality modern smartwatche with advanced features.,370.27,Smartwatches,SKU-0491,White,512GB,5,SKU-0491-WHI-512,74,16
Canon Laptop 14,Canon Laptop 14 high-quality modern laptop with advanced features.,1285.73,Laptops,SKU-0492,Blue,256GB,5,SKU-0492-BLU-256,33,11
Apple Monitor 31,Apple Monitor 31 high-quality modern monitor with advanced features.,1056.63,Monitors,SKU-0493,Blue,64GB,5,SKU-0493-BLU-64,100,16
LG Home Appliance 36,LG Home Appliance 36 high-quality modern home appliance with advanced features.,740.14,Home Appliances,SKU-0494,White,128GB,5,SKU-0494-WHI-128,32,19
Nikon Monitor 26,Nikon Monitor 26 high-quality modern monitor with advanced features.,1814.11,Monitors,SKU-0495,Black,1TB,0,SKU-0495-BLA-1TB,55,18
Samsung Headphone 4,Samsung Headphone 4 high-quality modern headphone with advanced features.,1183.94,Headphones,SKU-0496,Black,128GB,5,SKU-0496-BLA-128,85,18
Canon Smartwatche 37,Canon Smartwatche 37 high-quality modern smartwatche with advanced features.,583.01,Smartwatches,SKU-0497,Gold,64GB,10,SKU-0497-GOL-64,68,10
Canon Camera 9,Canon Camera 9 high-quality modern camera with advanced features.,1784.93,Cameras,SKU-0498,Blue,1TB,25,SKU-0498-BLU-1TB,31,14
Asus Tablet 36,Asus Tablet 36 high-quality modern tablet with advanced features.,269.89,Tablets,SKU-0499,Silver,128GB,5,SKU-0499-SIL-128,64,6
Lenovo Smartphone 49,Lenovo Smartphone 49 high-quality modern smartphone with advanced features.,541.42,Smartphones,SKU-0500,Black,512GB,5,SKU-0500-BLA-512,5,11
Xiaomi Smartphone 15,Xiaomi Smartphone 15 high-quality modern smartphone with advanced features.,1965.99,Smartphones,SKU-0501,Red,256GB,10,SKU-0501-RED-256,84,5
Nikon Home Appliance 45,Nikon Home Appliance 45 high-quality modern home appliance with advanced features.,629.92,Home Appliances,SKU-0502,Green,64GB,20,SKU-0502-GRE-64,27,5
Dell Laptop 50,Dell Laptop 50 high-quality modern laptop with advanced features.,607.44,Laptops,SKU-0503,Green,512GB,5,SKU-0503-GRE-512,77,14
