product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Laptop 439,Best value for money,1689.78,Electronics,SKU-0439,Gold,32GB,101.59,SKU-0439-GOL-32GB,69,9
Camera 440,High quality and durable product,1398.56,Accessories,SKU-0440,Silver,16GB,192.0,SKU-0440-SIL-16GB,86,5
Smartphone 441,Best value for money,1759.46,Accessories,SKU-0441,Gold,128GB,58.67,SKU-0441-GOL-128GB,19,12
Tablet 442,Compact and lightweight design,328.4,Gadgets,SKU-0442,White,512GB,132.65,SKU-0442-WHI-512GB,38,10
Smartwatch 443,Latest model with advanced features,1643.36,Accessories,SKU-0443,Red,128GB,132.15,SKU-0443-RED-128GB,95,18
Smartphone 444,Compact and lightweight design,607.66,Electronics,SKU-0444,Gold,32GB,25.04,SKU-0444-GOL-32GB,88,11
Headphones 445,Enhanced performance and battery life,957.46,Accessories,SKU-0445,Red,16GB,176.76,SKU-0445-RED-16GB,74,11
Laptop 446,Latest model with advanced features,953.2,Gadgets,SKU-0446,Gold,256GB,45.95,SKU-0446-GOL-256GB,74,19
Tablet 447,Compact and lightweight design,870.97,Accessories,SKU-0447,Green,64GB,178.62,SKU-0447-GRE-64GB,27,14
Smartphone 448,Compact and lightweight design,1123.89,Electronics,SKU-0448,Red,128GB,5.71,SKU-0448-RED-128GB,45,9
Smartphone 449,Best value for money,759.7,Gadgets,SKU-0449,Black,128GB,137.76,SKU-0449-BLA-128GB,77,7
Smartwatch 450,High quality and durable product,103.49,Accessories,SKU-0450,Red,64GB,157.68,SKU-0450-RED-64GB,63,12
Headphones 451,High quality and durable product,1772.7,Electronics,SKU-0451,White,64GB,33.25,SKU-0451-WHI-64GB,74,18
Tablet 452,Enhanced performance and battery life,508.73,Gadgets,SKU-0452,Silver,64GB,88.28,SKU-0452-SIL-64GB,70,17
Tablet 453,High quality and durable product,1597.09,Gadgets,SKU-0453,Green,32GB,73.39,SKU-0453-GRE-32GB,74,9
Speaker 454,High quality and durable product,1787.19,Gadgets,SKU-0454,Green,256GB,149.69,SKU-0454-GRE-256GB,79,8
Headphones 455,Enhanced performance and battery life,941.47,Electronics,SKU-0455,Blue,256GB,170.98,SKU-0455-BLU-256GB,35,13
Headphones 456,Best value for money,1234.86,Electronics,SKU-0456,White,64GB,65.13,SKU-0456-WHI-64GB,8,10
Laptop 457,High quality and durable product,347.44,Electronics,SKU-0457,Gold,16GB,98.54,SKU-0457-GOL-16GB,11,8
Laptop 458,Enhanced performance and battery life,1288.52,Gadgets,SKU-0458,Gold,512GB,103.52,SKU-0458-GOL-512GB,89,17
Monitor 459,Compact and lightweight design,553.93,Accessories,SKU-0459,Blue,256GB,65.71,SKU-0459-BLU-256GB,85,13
Headphones 460,Enhanced performance and battery life,1401.11,Electronics,SKU-0460,Gold,32GB,36.86,SKU-0460-GOL-32GB,86,11
Laptop 461,Enhanced performance and battery life,1742.05,Gadgets,SKU-0461,Black,64GB,42.11,SKU-0461-BLA-64GB,83,19
Tablet 462,Enhanced performance and battery life,1699.2,Accessories,SKU-0462,Blue,32GB,9.95,SKU-0462-BLU-32GB,50,14
Tablet 463,Compact and lightweight design,521.96,Electronics,SKU-0463,Green,64GB,42.93,SKU-0463-GRE-64GB,40,20
Laptop 464,Compact and lightweight design,1893.15,Electronics,SKU-0464,White,512GB,112.62,SKU-0464-WHI-512GB,85,9
Tablet 465,Best value for money,1423.51,Accessories,SKU-0465,Red,512GB,184.72,SKU-0465-RED-512GB,30,19
Smartphone 466,Compact and lightweight design,1681.17,Accessories,SKU-0466,Silver,512GB,186.01,SKU-0466-SIL-512GB,70,13
Smartphone 467,High quality and durable product,1789.14,Gadgets,SKU-0467,Blue,256GB,139.65,SKU-0467-BLU-256GB,46,8
Tablet 468,Enhanced performance and battery life,1032.98,Accessories,SKU-0468,Green,256GB,87.52,SKU-0468-GRE-256GB,64,14
Smartwatch 469,Compact and lightweight design,205.51,Gadgets,SKU-0469,Black,512GB,53.14,SKU-0469-BLA-512GB,63,9
Headphones 470,Compact and lightweight design,222.81,Accessories,SKU-0470,Silver,32GB,139.59,SKU-0470-SIL-32GB,61,19
Headphones 471,Compact and lightweight design,950.61,Accessories,SKU-0471,Blue,32GB,0.02,SKU-0471-BLU-32GB,48,16
Speaker 472,Best value for money,1449.22,Electronics,SKU-0472,Red,512GB,101.89,SKU-0472-RED-512GB,76,11
Headphones 473,Compact and lightweight design,1585.48,Accessories,SKU-0473,Black,128GB,66.51,SKU-0473-BLA-128GB,59,15
Smartwatch 474,Compact and lightweight design,1256.99,Gadgets,SKU-0474,Gold,256GB,76.33,SKU-0474-GOL-256GB,58,14
Camera 475,Best value for money,567.18,Electronics,SKU-0475,White,256GB,165.29,SKU-0475-WHI-256GB,48,10
Smartwatch 476,Latest model with advanced features,820.99,Gadgets,SKU-0476,Blue,32GB,173.02,SKU-0476-BLU-32GB,100,17
Speaker 477,Compact and lightweight design,1272.19,Accessories,SKU-0477,Silver,256GB,182.82,SKU-0477-SIL-256GB,23,11
Speaker 478,Enhanced performance and battery life,1522.48,Gadgets,SKU-0478,Black,128GB,72.47,SKU-0478-BLA-128GB,77,14
Headphones 479,High quality and durable product,946.44,Electronics,SKU-0479,Black,16GB,129.89,SKU-0479-BLA-16GB,85,18
Camera 480,Latest model with advanced features,1205.74,Electronics,SKU-0480,Black,16GB,163.41,SKU-0480-BLA-16GB,72,17
Smartwatch 481,Best value for money,56.33,Accessories,SKU-0481,Red,128GB,187.75,SKU-0481-RED-128GB,77,8
Laptop 482,High quality and durable product,1351.51,Electronics,SKU-0482,Gold,512GB,123.44,SKU-0482-GOL-512GB,26,11
Speaker 483,Latest model with advanced features,1875.69,Electronics,SKU-0483,Gold,512GB,37.84,SKU-0483-GOL-512GB,40,7
Laptop 484,Latest model with advanced features,177.65,Electronics,SKU-0484,Green,16GB,151.82,SKU-0484-GRE-16GB,95,6
Smartphone 485,Compact and lightweight design,1041.88,Electronics,SKU-0485,Gold,32GB,143.41,SKU-0485-GOL-32GB,46,5
Camera 486,High quality and durable product,994.93,Accessories,SKU-0486,Green,64GB,60.08,SKU-0486-GRE-64GB,51,5
Camera 487,Compact and lightweight design,1596.9,Accessories,SKU-0487,Blue,16GB,58.98,SKU-0487-BLU-16GB,68,12
Headphones 488,High quality and durable product,323.13,Electronics,SKU-0488,Red,64GB,135.08,SKU-0488-RED-64GB,97,7
Monitor 489,Enhanced performance and battery life,1680.1,Gadgets,SKU-0489,Gold,128GB,137.07,SKU-0489-GOL-128GB,57,8
Monitor 490,Best value for money,419.16,Gadgets,SKU-0490,Red,32GB,73.99,SKU-0490-RED-32GB,84,14
Monitor 491,Compact and lightweight design,650.04,Gadgets,SKU-0491,Green,128GB,71.1,SKU-0491-GRE-128GB,76,8
Monitor 492,Compact and lightweight design,122.21,Accessories,SKU-0492,Silver,16GB,111.95,SKU-0492-SIL-16GB,54,5
Monitor 493,Best value for money,160.83,Accessories,SKU-0493,Red,128GB,179.29,SKU-0493-RED-128GB,47,7
Camera 494,Latest model with advanced features,1711.47,Accessories,SKU-0494,Blue,64GB,183.75,SKU-0494-BLU-64GB,24,9
Smartwatch 495,Latest model with advanced features,844.32,Electronics,SKU-0495,Red,256GB,124.17,SKU-0495-RED-256GB,66,8
Camera 496,Compact and lightweight design,388.22,Gadgets,SKU-0496,White,256GB,23.93,SKU-0496-WHI-256GB,5,15
Smartphone 497,Best value for money,1952.29,Electronics,SKU-0497,White,256GB,19.89,SKU-0497-WHI-256GB,76,9
Tablet 498,Enhanced performance and battery life,1530.96,Accessories,SKU-0498,Red,16GB,48.11,SKU-0498-RED-16GB,85,7
Tablet 499,High quality and durable product,1638.37,Gadgets,SKU-0499,Green,128GB,120.91,SKU-0499-GRE-128GB,69,18
Camera 500,Best value for money,782.51,Accessories,SKU-0500,Green,256GB,72.26,SKU-0500-GRE-256GB,94,10
Smartwatch 501,Best value for money,559.59,Electronics,SKU-0501,Gold,16GB,86.65,SKU-0501-GOL-16GB,7,17
Tablet 502,Enhanced performance and battery life,1311.23,Accessories,SKU-0502,White,128GB,175.21,SKU-0502-WHI-128GB,87,17
Camera 503,Enhanced performance and battery life,775.48,Electronics,SKU-0503,Blue,16GB,78.34,SKU-0503-BLU-16GB,56,19
Smartwatch 504,Latest model with advanced features,692.43,Accessories,SKU-0504,Black,64GB,102.37,SKU-0504-BLA-64GB,33,8
Speaker 505,Latest model with advanced features,596.0,Accessories,SKU-0505,Blue,128GB,136.38,SKU-0505-BLU-128GB,24,5
Smartwatch 506,Enhanced performance and battery life,868.28,Accessories,SKU-0506,Black,16GB,2.59,SKU-0506-BLA-16GB,96,19
Tablet 507,Enhanced performance and battery life,1454.81,Electronics,SKU-0507,Gold,16GB,27.42,SKU-0507-GOL-16GB,77,13
Smartphone 508,Enhanced performance and battery life,512.33,Accessories,SKU-0508,Green,256GB,167.41,SKU-0508-GRE-256GB,14,14
Tablet 509,High quality and durable product,1631.71,Electronics,SKU-0509,Silver,256GB,175.78,SKU-0509-SIL-256GB,76,18
Smartwatch 510,Enhanced performance and battery life,1511.93,Accessories,SKU-0510,White,32GB,30.29,SKU-0510-WHI-32GB,84,12
Monitor 511,Compact and lightweight design,1367.67,Electronics,SKU-0511,Gold,256GB,86.25,SKU-0511-GOL-256GB,97,20
Tablet 512,High quality and durable product,1102.45,Electronics,SKU-0512,Gold,16GB,5.61,SKU-0512-GOL-16GB,94,6
Headphones 513,High quality and durable product,1750.3,Accessories,SKU-0513,White,64GB,91.62,SKU-0513-WHI-64GB,45,14
Smartphone 514,Enhanced performance and battery life,1867.92,Gadgets,SKU-0514,Blue,128GB,188.31,SKU-0514-BLU-128GB,86,15
Headphones 515,Compact and lightweight design,117.4,Electronics,SKU-0515,White,128GB,49.27,SKU-0515-WHI-128GB,70,15
Monitor 516,Best value for money,422.71,Accessories,SKU-0516,Black,16GB,52.17,SKU-0516-BLA-16GB,81,12
Smartphone 517,Best value for money,498.73,Electronics,SKU-0517,Red,64GB,160.55,SKU-0517-RED-64GB,76,5
Monitor 518,Latest model with advanced features,458.79,Accessories,SKU-0518,Black,64GB,48.45,SKU-0518-BLA-64GB,6,7
Smartwatch 519,Best value for money,1610.95,Electronics,SKU-0519,White,16GB,151.92,SKU-0519-WHI-16GB,53,14
Speaker 520,Compact and lightweight design,1963.44,Accessories,SKU-0520,Silver,32GB,124.33,SKU-0520-SIL-32GB,33,19
Laptop 521,Enhanced performance and battery life,1274.16,Accessories,SKU-0521,Green,512GB,41.99,SKU-0521-GRE-512GB,63,17
Laptop 522,Enhanced performance and battery life,1781.97,Electronics,SKU-0522,Blue,64GB,102.94,SKU-0522-BLU-64GB,40,15
Smartphone 523,High quality and durable product,430.83,Gadgets,SKU-0523,Silver,16GB,155.25,SKU-0523-SIL-16GB,32,10
Camera 524,Enhanced performance and battery life,155.69,Electronics,SKU-0524,White,32GB,46.38,SKU-0524-WHI-32GB,60,20
Speaker 525,Best value for money,1527.71,Gadgets,SKU-0525,Gold,64GB,189.6,SKU-0525-GOL-64GB,51,8
Headphones 526,Enhanced performance and battery life,340.43,Electronics,SKU-0526,Silver,16GB,119.88,SKU-0526-SIL-16GB,25,11
Smartwatch 527,High quality and durable product,1285.62,Electronics,SKU-0527,Silver,128GB,41.68,SKU-0527-SIL-128GB,28,11
Smartphone 528,High quality and durable product,266.35,Electronics,SKU-0528,Silver,256GB,140.08,SKU-0528-SIL-256GB,63,20
Tablet 529,Enhanced performance and battery life,144.33,Accessories,SKU-0529,Silver,512GB,196.44,SKU-0529-SIL-512GB,8,18
Laptop 530,High quality and durable product,1339.14,Accessories,SKU-0530,Green,128GB,195.0,SKU-0530-GRE-128GB,74,5
Monitor 531,Latest model with advanced features,50.31,Gadgets,SKU-0531,Black,128GB,153.75,SKU-0531-BLA-128GB,33,17
Speaker 532,Best value for money,137.5,Gadgets,SKU-0532,Silver,128GB,16.87,SKU-0532-SIL-128GB,73,7
Camera 533,High quality and durable product,1267.35,Electronics,SKU-0533,Green,16GB,178.62,SKU-0533-GRE-16GB,63,12
Laptop 534,High quality and durable product,518.92,Gadgets,SKU-0534,Gold,512GB,76.79,SKU-0534-GOL-512GB,82,14
Smartphone 535,Compact and lightweight design,626.64,Gadgets,SKU-0535,Blue,32GB,122.57,SKU-0535-BLU-32GB,18,9
Speaker 536,High quality and durable product,185.87,Gadgets,SKU-0536,Green,128GB,109.5,SKU-0536-GRE-128GB,7,19
Camera 537,Enhanced performance and battery life,589.8,Gadgets,SKU-0537,Black,32GB,133.16,SKU-0537-BLA-32GB,63,10
Tablet 538,Latest model with advanced features,1279.37,Electronics,SKU-0538,Black,16GB,180.19,SKU-0538-BLA-16GB,46,9
Headphones 539,High quality and durable product,490.12,Gadgets,SKU-0539,Blue,128GB,59.1,SKU-0539-BLU-128GB,67,5
Camera 540,Enhanced performance and battery life,503.92,Electronics,SKU-0540,Black,256GB,160.36,SKU-0540-BLA-256GB,97,13
Smartwatch 541,Latest model with advanced features,276.57,Electronics,SKU-0541,Blue,64GB,173.8,SKU-0541-BLU-64GB,97,12
Monitor 542,Compact and lightweight design,517.89,Accessories,SKU-0542,Blue,256GB,155.93,SKU-0542-BLU-256GB,47,5
Monitor 543,Enhanced performance and battery life,923.72,Electronics,SKU-0543,Blue,32GB,116.94,SKU-0543-BLU-32GB,65,7
Laptop 544,Latest model with advanced features,1185.63,Electronics,SKU-0544,White,256GB,59.21,SKU-0544-WHI-256GB,39,5
Headphones 545,Enhanced performance and battery life,1274.0,Accessories,SKU-0545,Blue,32GB,133.27,SKU-0545-BLU-32GB,54,14
Smartphone 546,Compact and lightweight design,1293.25,Accessories,SKU-0546,Red,128GB,159.27,SKU-0546-RED-128GB,18,7
Headphones 547,Latest model with advanced features,989.98,Gadgets,SKU-0547,Red,256GB,97.68,SKU-0547-RED-256GB,100,7
Headphones 548,Latest model with advanced features,1001.78,Accessories,SKU-0548,Gold,32GB,186.21,SKU-0548-GOL-32GB,81,18
Smartwatch 549,Enhanced performance and battery life,443.48,Accessories,SKU-0549,Green,128GB,103.81,SKU-0549-GRE-128GB,98,12
Headphones 550,Best value for money,470.68,Electronics,SKU-0550,Red,128GB,8.77,SKU-0550-RED-128GB,77,5
Headphones 551,Best value for money,377.78,Electronics,SKU-0551,White,64GB,131.21,SKU-0551-WHI-64GB,21,18
Laptop 552,Compact and lightweight design,573.56,Electronics,SKU-0552,Green,32GB,132.4,SKU-0552-GRE-32GB,55,15
Smartphone 553,Compact and lightweight design,1064.29,Electronics,SKU-0553,Black,512GB,74.98,SKU-0553-BLA-512GB,56,11
Tablet 554,High quality and durable product,69.3,Gadgets,SKU-0554,Black,256GB,132.26,SKU-0554-BLA-256GB,44,17
Headphones 555,Latest model with advanced features,1932.16,Electronics,SKU-0555,Green,16GB,97.07,SKU-0555-GRE-16GB,98,10
Speaker 556,Latest model with advanced features,850.5,Electronics,SKU-0556,Silver,64GB,77.59,SKU-0556-SIL-64GB,47,16
Tablet 557,High quality and durable product,1853.51,Electronics,SKU-0557,Blue,256GB,112.36,SKU-0557-BLU-256GB,26,10
Camera 558,Compact and lightweight design,975.78,Gadgets,SKU-0558,Black,512GB,85.18,SKU-0558-BLA-512GB,98,13
Smartwatch 559,Enhanced performance and battery life,1425.54,Electronics,SKU-0559,Silver,64GB,54.99,SKU-0559-SIL-64GB,95,8
Monitor 560,Best value for money,1520.09,Electronics,SKU-0560,Gold,128GB,178.04,SKU-0560-GOL-128GB,71,10
Laptop 561,Enhanced performance and battery life,1550.21,Accessories,SKU-0561,Gold,16GB,21.09,SKU-0561-GOL-16GB,68,12
Tablet 562,High quality and durable product,753.79,Accessories,SKU-0562,Green,32GB,34.38,SKU-0562-GRE-32GB,91,11
Camera 563,Best value for money,1359.83,Gadgets,SKU-0563,Gold,512GB,54.84,SKU-0563-GOL-512GB,41,14
Camera 564,Best value for money,972.28,Gadgets,SKU-0564,Green,64GB,49.16,SKU-0564-GRE-64GB,98,10
Headphones 565,Compact and lightweight design,461.15,Accessories,SKU-0565,Gold,128GB,84.36,SKU-0565-GOL-128GB,37,5
Smartwatch 566,Best value for money,861.4,Electronics,SKU-0566,Red,16GB,94.14,SKU-0566-RED-16GB,81,9
Smartwatch 567,High quality and durable product,510.62,Accessories,SKU-0567,Black,512GB,150.02,SKU-0567-BLA-512GB,75,18
Monitor 568,Latest model with advanced features,1694.09,Gadgets,SKU-0568,Blue,32GB,197.38,SKU-0568-BLU-32GB,68,5
Camera 569,High quality and durable product,926.21,Gadgets,SKU-0569,Gold,64GB,2.05,SKU-0569-GOL-64GB,77,5
Monitor 570,Enhanced performance and battery life,1323.63,Gadgets,SKU-0570,Gold,128GB,158.98,SKU-0570-GOL-128GB,75,16
Camera 571,High quality and durable product,930.87,Electronics,SKU-0571,Red,256GB,192.13,SKU-0571-RED-256GB,19,19
Smartwatch 572,Best value for money,1733.21,Accessories,SKU-0572,Silver,512GB,24.39,SKU-0572-SIL-512GB,68,14
Tablet 573,Best value for money,321.51,Electronics,SKU-0573,Green,128GB,58.36,SKU-0573-GRE-128GB,14,8
Tablet 574,Latest model with advanced features,770.68,Accessories,SKU-0574,Red,32GB,84.62,SKU-0574-RED-32GB,18,14
Camera 575,High quality and durable product,1101.89,Accessories,SKU-0575,Black,256GB,191.01,SKU-0575-BLA-256GB,76,14
Smartphone 576,Enhanced performance and battery life,163.05,Gadgets,SKU-0576,Black,512GB,30.87,SKU-0576-BLA-512GB,76,13
Speaker 577,Latest model with advanced features,1330.42,Accessories,SKU-0577,Red,32GB,163.81,SKU-0577-RED-32GB,17,14
Tablet 578,Latest model with advanced features,842.16,Accessories,SKU-0578,Green,16GB,22.32,SKU-0578-GRE-16GB,35,18
Laptop 579,Best value for money,765.92,Gadgets,SKU-0579,Blue,32GB,84.9,SKU-0579-BLU-32GB,85,18
Smartwatch 580,Compact and lightweight design,293.94,Accessories,SKU-0580,Silver,16GB,71.94,SKU-0580-SIL-16GB,65,11
Smartphone 581,Latest model with advanced features,1124.44,Electronics,SKU-0581,Blue,16GB,172.21,SKU-0581-BLU-16GB,83,20
Monitor 582,Compact and lightweight design,1469.87,Electronics,SKU-0582,Black,256GB,38.96,SKU-0582-BLA-256GB,78,14
Tablet 583,Enhanced performance and battery life,1526.75,Gadgets,SKU-0583,Gold,32GB,11.03,SKU-0583-GOL-32GB,14,18
Headphones 584,Best value for money,519.8,Gadgets,SKU-0584,Red,256GB,85.05,SKU-0584-RED-256GB,96,8
Laptop 585,High quality and durable product,1327.85,Gadgets,SKU-0585,Gold,128GB,166.81,SKU-0585-GOL-128GB,38,13
Camera 586,Compact and lightweight design,213.47,Accessories,SKU-0586,Gold,32GB,58.06,SKU-0586-GOL-32GB,53,6
Headphones 587,High quality and durable product,1191.7,Gadgets,SKU-0587,Black,512GB,61.38,SKU-0587-BLA-512GB,68,11
Tablet 588,Best value for money,472.52,Accessories,SKU-0588,Blue,16GB,88.88,SKU-0588-BLU-16GB,97,19
Smartwatch 589,Enhanced performance and battery life,397.4,Gadgets,SKU-0589,White,128GB,178.15,SKU-0589-WHI-128GB,24,8
Monitor 590,Latest model with advanced features,1413.17,Gadgets,SKU-0590,Green,64GB,170.38,SKU-0590-GRE-64GB,45,11
Smartwatch 591,Latest model with advanced features,1011.54,Electronics,SKU-0591,Gold,16GB,37.34,SKU-0591-GOL-16GB,78,13
Smartwatch 592,Best value for money,1515.42,Accessories,SKU-0592,Gold,128GB,21.37,SKU-0592-GOL-128GB,70,18
Smartphone 593,Best value for money,1190.87,Electronics,SKU-0593,Red,64GB,1.03,SKU-0593-RED-64GB,72,18
Smartphone 594,Best value for money,1764.49,Gadgets,SKU-0594,Silver,32GB,153.98,SKU-0594-SIL-32GB,60,8
Laptop 595,Best value for money,1216.97,Gadgets,SKU-0595,Black,64GB,121.22,SKU-0595-BLA-64GB,36,6
Tablet 596,Best value for money,1632.28,Accessories,SKU-0596,Black,64GB,56.39,SKU-0596-BLA-64GB,20,9
Camera 597,Enhanced performance and battery life,311.5,Electronics,SKU-0597,Red,256GB,191.13,SKU-0597-RED-256GB,94,8
Camera 598,Latest model with advanced features,1458.44,Accessories,SKU-0598,Green,64GB,189.18,SKU-0598-GRE-64GB,42,19
Smartphone 599,Compact and lightweight design,1885.65,Gadgets,SKU-0599,Green,128GB,189.63,SKU-0599-GRE-128GB,31,18
Tablet 600,Enhanced performance and battery life,103.41,Electronics,SKU-0600,Gold,32GB,128.42,SKU-0600-GOL-32GB,92,8
Smartwatch 601,Compact and lightweight design,1012.6,Accessories,SKU-0601,Silver,16GB,16.48,SKU-0601-SIL-16GB,55,19
Monitor 602,Best value for money,506.13,Gadgets,SKU-0602,Red,128GB,39.5,SKU-0602-RED-128GB,82,14
Laptop 603,Enhanced performance and battery life,1611.34,Gadgets,SKU-0603,Gold,256GB,52.94,SKU-0603-GOL-256GB,81,6
Monitor 604,Enhanced performance and battery life,344.99,Accessories,SKU-0604,Silver,64GB,109.34,SKU-0604-SIL-64GB,98,18
Smartwatch 605,Enhanced performance and battery life,1665.6,Electronics,SKU-0605,Silver,128GB,87.04,SKU-0605-SIL-128GB,33,8
Smartphone 606,Best value for money,504.55,Electronics,SKU-0606,Black,128GB,181.11,SKU-0606-BLA-128GB,70,12
Monitor 607,Compact and lightweight design,738.93,Accessories,SKU-0607,Blue,256GB,8.33,SKU-0607-BLU-256GB,30,8
Camera 608,Enhanced performance and battery life,1436.18,Accessories,SKU-0608,Red,64GB,79.36,SKU-0608-RED-64GB,79,6
Camera 609,Compact and lightweight design,1619.6,Electronics,SKU-0609,Blue,16GB,122.36,SKU-0609-BLU-16GB,78,20
Smartphone 610,High quality and durable product,1492.68,Gadgets,SKU-0610,White,512GB,85.81,SKU-0610-WHI-512GB,40,10
Smartphone 611,Compact and lightweight design,1826.18,Accessories,SKU-0611,Silver,128GB,168.96,SKU-0611-SIL-128GB,31,8
Headphones 612,High quality and durable product,1439.28,Gadgets,SKU-0612,Green,16GB,157.53,SKU-0612-GRE-16GB,11,9
Tablet 613,Latest model with advanced features,418.22,Accessories,SKU-0613,White,32GB,106.66,SKU-0613-WHI-32GB,41,15
Monitor 614,Compact and lightweight design,416.89,Electronics,SKU-0614,Gold,32GB,156.69,SKU-0614-GOL-32GB,65,20
Smartphone 615,Compact and lightweight design,969.47,Electronics,SKU-0615,Silver,128GB,16.25,SKU-0615-SIL-128GB,33,9
Smartwatch 616,Enhanced performance and battery life,1563.19,Accessories,SKU-0616,Red,64GB,105.95,SKU-0616-RED-64GB,69,10
Laptop 617,Compact and lightweight design,1709.64,Electronics,SKU-0617,White,32GB,96.35,SKU-0617-WHI-32GB,10,17
Smartwatch 618,High quality and durable product,1250.68,Electronics,SKU-0618,Silver,64GB,161.94,SKU-0618-SIL-64GB,57,12
Camera 619,Enhanced performance and battery life,388.93,Electronics,SKU-0619,Silver,512GB,28.69,SKU-0619-SIL-512GB,77,18
Smartphone 620,High quality and durable product,1614.58,Gadgets,SKU-0620,Green,256GB,83.99,SKU-0620-GRE-256GB,34,12
Camera 621,Enhanced performance and battery life,1308.72,Electronics,SKU-0621,Blue,16GB,47.26,SKU-0621-BLU-16GB,81,16
Camera 622,High quality and durable product,1351.46,Accessories,SKU-0622,Gold,64GB,90.5,SKU-0622-GOL-64GB,69,12
Laptop 623,Enhanced performance and battery life,1396.42,Accessories,SKU-0623,Red,512GB,47.27,SKU-0623-RED-512GB,43,14
Tablet 624,Enhanced performance and battery life,1266.23,Accessories,SKU-0624,White,32GB,128.54,SKU-0624-WHI-32GB,90,20
Tablet 625,Compact and lightweight design,266.84,Gadgets,SKU-0625,Blue,16GB,109.82,SKU-0625-BLU-16GB,33,17
Headphones 626,Best value for money,90.64,Accessories,SKU-0626,Blue,256GB,181.64,SKU-0626-BLU-256GB,73,20
Monitor 627,Best value for money,527.47,Gadgets,SKU-0627,Red,32GB,94.41,SKU-0627-RED-32GB,83,19
Smartwatch 628,Enhanced performance and battery life,1960.55,Electronics,SKU-0628,Blue,64GB,167.36,SKU-0628-BLU-64GB,22,16
Camera 629,High quality and durable product,1869.5,Electronics,SKU-0629,Red,512GB,24.52,SKU-0629-RED-512GB,48,8
Tablet 630,Enhanced performance and battery life,874.28,Electronics,SKU-0630,Red,16GB,29.12,SKU-0630-RED-16GB,42,16
Camera 631,Enhanced performance and battery life,1263.05,Accessories,SKU-0631,Blue,16GB,10.05,SKU-0631-BLU-16GB,67,7
Speaker 632,Compact and lightweight design,284.69,Gadgets,SKU-0632,Gold,128GB,160.8,SKU-0632-GOL-128GB,16,6
Laptop 633,Compact and lightweight design,1437.78,Electronics,SKU-0633,White,256GB,16.71,SKU-0633-WHI-256GB,35,20
Tablet 634,Enhanced performance and battery life,926.29,Accessories,SKU-0634,Black,512GB,75.11,SKU-0634-BLA-512GB,19,8
Speaker 635,Compact and lightweight design,400.46,Accessories,SKU-0635,Gold,512GB,86.91,SKU-0635-GOL-512GB,93,12
Smartphone 636,Enhanced performance and battery life,1600.86,Accessories,SKU-0636,Blue,64GB,72.33,SKU-0636-BLU-64GB,76,12
Monitor 637,High quality and durable product,1613.97,Gadgets,SKU-0637,Black,64GB,142.32,SKU-0637-BLA-64GB,11,10
Speaker 638,Latest model with advanced features,597.07,Gadgets,SKU-0638,White,256GB,167.7,SKU-0638-WHI-256GB,67,16
Smartwatch 639,High quality and durable product,1487.17,Electronics,SKU-0639,Red,32GB,29.3,SKU-0639-RED-32GB,88,5
Smartphone 640,High quality and durable product,321.15,Electronics,SKU-0640,Gold,128GB,2.94,SKU-0640-GOL-128GB,31,12
Camera 641,Latest model with advanced features,166.73,Gadgets,SKU-0641,Black,512GB,33.86,SKU-0641-BLA-512GB,52,20
Headphones 642,High quality and durable product,1017.63,Electronics,SKU-0642,Silver,128GB,129.02,SKU-0642-SIL-128GB,38,16
Laptop 643,High quality and durable product,1210.02,Accessories,SKU-0643,Black,256GB,23.8,SKU-0643-BLA-256GB,59,11
Tablet 644,Latest model with advanced features,1405.81,Electronics,SKU-0644,Gold,16GB,66.63,SKU-0644-GOL-16GB,6,5
Speaker 645,Enhanced performance and battery life,1648.51,Gadgets,SKU-0645,Silver,128GB,25.98,SKU-0645-SIL-128GB,53,7
Monitor 646,Compact and lightweight design,1483.11,Accessories,SKU-0646,Green,256GB,165.15,SKU-0646-GRE-256GB,11,18
Headphones 647,Compact and lightweight design,1161.97,Electronics,SKU-0647,Black,64GB,40.46,SKU-0647-BLA-64GB,83,19
Smartwatch 648,Compact and lightweight design,1645.77,Accessories,SKU-0648,Gold,128GB,115.9,SKU-0648-GOL-128GB,88,8
Smartwatch 649,High quality and durable product,1494.52,Electronics,SKU-0649,Blue,128GB,26.41,SKU-0649-BLU-128GB,93,8
Laptop 650,Latest model with advanced features,1026.71,Gadgets,SKU-0650,White,512GB,145.05,SKU-0650-WHI-512GB,7,14
Laptop 651,Latest model with advanced features,555.02,Gadgets,SKU-0651,White,256GB,153.15,SKU-0651-WHI-256GB,39,7
Monitor 652,Compact and lightweight design,1510.01,Electronics,SKU-0652,Red,32GB,5.73,SKU-0652-RED-32GB,73,6
Tablet 653,Best value for money,1905.47,Accessories,SKU-0653,Gold,32GB,142.94,SKU-0653-GOL-32GB,84,13
Smartphone 654,Compact and lightweight design,341.41,Gadgets,SKU-0654,Gold,16GB,198.78,SKU-0654-GOL-16GB,57,19
Smartwatch 655,Latest model with advanced features,1579.29,Gadgets,SKU-0655,Gold,32GB,13.08,SKU-0655-GOL-32GB,11,19
Headphones 656,High quality and durable product,1286.46,Electronics,SKU-0656,Green,32GB,93.72,SKU-0656-GRE-32GB,17,10
Tablet 657,High quality and durable product,95.81,Accessories,SKU-0657,Red,16GB,108.03,SKU-0657-RED-16GB,60,5
